# varP sTime tTime cTime
# ----------------
5, 16.590, 2.340, 19.073
55, 13.295, 0.020, 13.900
105, 13.060, 0.000, 13.605
155, 13.235, 0.000, 13.770
205, 12.870, 0.000, 13.265
255, 13.065, 0.000, 13.635
305, 13.070, 0.000, 13.390
355, 12.830, 0.000, 13.275
405, 12.615, 0.000, 12.960
455, 13.025, 0.000, 13.445
