# varP sTime tTime cTime
# ----------------
5, 22.368, 0.195, 17.052
55, 66.425, 0.000, 13.605
105, 113.690, 0.000, 13.630
155, 161.055, 0.000, 13.595
205, 209.025, 0.000, 13.660
255, 256.395, 0.000, 13.765
305, 303.380, 0.000, 13.335
355, 351.550, 0.000, 13.835
405, 398.905, 0.000, 13.600
455, 445.940, 0.000, 13.415
