# varP sTime tTime cTime
# ----------------
1, 1.475, 0.575, 24.550
6, 1.373, 0.774, 20.025
11, 1.104, 0.854, 19.346
16, 1.122, 0.861, 17.138
21, 1.350, 0.899, 20.477
26, 1.074, 0.605, 18.563
31, 0.779, 0.356, 17.648
36, 1.755, 0.777, 19.515
41, 2.068, 0.919, 20.812
46, 2.488, 1.094, 24.274
51, 2.535, 0.933, 23.504
