# varP sTime tTime cTime
# ----------------
1, 16.600, 1.025, 18.825
6, 15.521, 0.858, 16.089
11, 15.169, 0.945, 15.560
16, 14.702, 0.710, 14.988
21, 15.321, 1.002, 15.611
26, 15.455, 0.761, 15.730
31, 16.077, 0.829, 16.558
36, 15.594, 0.708, 15.837
41, 15.866, 0.656, 16.190
46, 17.002, 0.865, 17.383
51, 16.975, 0.796, 17.383
